Rk,Player,Pos,Age,Tm,G,GS,MP▼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Latrell Sprewell,SG,23,GSW,82,82,43.1,7.5,17.3,0.433,1.7,4.8,0.361,5.8,12.5,0.46,0.482,4.3,5.6,0.774,1,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21
2,Hakeem Olajuwon*,C,31,HOU,80,80,41,11.2,21.2,0.528,0.1,0.2,0.421,11.1,20.9,0.529,0.53,4.9,6.8,0.716,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3
3,Karl Malone*,PF,30,UTA,82,82,40.6,9.4,18.9,0.497,0.1,0.4,0.25,9.3,18.5,0.503,0.5,6.2,9,0.694,2.9,8.6,11.5,4,1.5,1.5,2.9,3.3,25.2
4,David Robinson*,C,28,SAS,80,80,40.5,10.5,20.7,0.507,0.1,0.4,0.345,10.4,20.4,0.51,0.51,8.7,11.6,0.749,3,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8
5,Dan Majerle,SG,28,PHO,80,76,40.1,6,14.2,0.418,2.4,6.3,0.382,3.6,7.9,0.447,0.503,2.2,3,0.739,1.5,2.9,4.4,3.4,1.6,0.5,1.7,1.9,16.5
6,Shaquille O'Neal*,C,21,ORL,81,81,39.8,11.8,19.6,0.599,0,0,0,11.8,19.6,0.6,0.599,5.8,10.5,0.554,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3
7,Clarence Weatherspoon,SF,23,PHI,82,82,38.4,7.3,15.2,0.483,0,0.2,0.235,7.3,15,0.487,0.485,3.6,5.2,0.693,3.1,7,10.1,2.3,1.2,1.4,2.4,1.9,18.4
8,Scottie Pippen*,SF,28,CHI,72,72,38.3,8.7,17.8,0.491,0.9,2.7,0.32,7.8,15,0.522,0.515,3.8,5.7,0.66,2.4,6.3,8.7,5.6,2.9,0.8,3.2,3.2,22
9,Kenny Anderson,PG,23,NJN,82,82,38.2,7,16.8,0.417,0.5,1.6,0.303,6.5,15.2,0.429,0.432,4.2,5.2,0.818,1.1,2.8,3.9,9.6,1.9,0.2,3.2,2.5,18.8
10,Ron Harper,SG,30,LAC,75,75,38.1,7.6,17.8,0.426,0.9,3.1,0.301,6.6,14.7,0.453,0.453,4,5.6,0.715,1.7,4.4,6.1,4.6,1.9,0.7,3.2,2.2,20.1
11,Dennis Rodman*,PF,32,SAS,79,51,37.8,2,3.7,0.534,0.1,0.3,0.208,1.9,3.4,0.563,0.543,0.7,1.3,0.52,5.7,11.6,17.3,2.3,0.7,0.4,1.7,2.9,4.7
12,Joe Dumars*,SG,30,DET,69,69,37.6,7.3,16.2,0.452,1.8,4.6,0.388,5.5,11.6,0.477,0.507,4,4.8,0.836,0.5,1.7,2.2,3.8,0.9,0.1,2.3,1.7,20.4
13,Patrick Ewing*,C,31,NYK,79,79,37.6,9.4,19,0.496,0.1,0.2,0.286,9.4,18.8,0.498,0.497,5.6,7.4,0.765,2.8,8.4,11.2,2.3,1.1,2.7,3.3,3.5,24.5
14,Chris Mullin*,SF,30,GSW,62,39,37.5,6.6,14,0.472,0.9,2.4,0.364,5.7,11.6,0.494,0.503,2.7,3.5,0.753,1,4.5,5.6,5.1,1.7,0.9,2.9,1.8,16.8
15,Jim Jackson,SG,23,DAL,82,82,37.4,7.8,17.5,0.445,0.2,0.7,0.283,7.6,16.7,0.452,0.451,3.5,4.2,0.821,2.1,2.7,4.7,4.6,1.1,0.3,4.1,2,19.2
16,Dee Brown,SG,25,BOS,77,76,37.2,6.4,13.3,0.48,0.4,1.2,0.313,6,12,0.497,0.495,2.4,2.8,0.831,0.8,3.1,3.9,4.5,2,0.6,1.6,2.7,15.5
17,Danny Manning,PF,27,TOT,68,66,37.1,8.6,17.7,0.488,0,0.3,0.176,8.6,17.4,0.492,0.489,3.4,5,0.669,1.9,4.9,6.8,3.8,1.5,1.2,3.4,3.8,20.6
18,Mitch Richmond*,SG,28,SAC,78,78,37.1,8.1,18.3,0.445,1.6,4,0.407,6.5,14.3,0.455,0.489,5.5,6.6,0.834,0.9,2.8,3.7,4,1.3,0.2,2.8,2.7,23.4
19,Glen Rice,SF,26,MIA,81,81,37,8.2,17.5,0.467,1.6,4.3,0.382,6.6,13.3,0.494,0.513,3.1,3.5,0.88,0.9,4.4,5.4,2.3,1.4,0.4,1.6,2.3,21.1
20,Anfernee Hardaway,PG,22,ORL,82,82,36.8,6.2,13.3,0.466,0.6,2.3,0.267,5.6,11,0.507,0.489,3,4,0.742,2.3,3,5.4,6.6,2.3,0.6,3.6,2.5,16
21,Horace Grant,PF,28,CHI,70,69,36.7,6.6,12.5,0.524,0,0.1,0,6.6,12.5,0.528,0.524,2,3.3,0.596,4.4,6.6,11,3.4,1.1,1.2,1.6,2.3,15.1
22,Jamal Mashburn,SF,21,DAL,79,73,36.7,7.1,17.5,0.406,1.1,3.8,0.284,6,13.7,0.44,0.437,3.9,5.5,0.699,1.4,3.1,4.5,3.4,1.1,0.2,3.1,2.6,19.2
23,Kevin Johnson,PG,27,PHO,67,67,36.6,7.1,14.6,0.487,0.1,0.4,0.222,7,14.2,0.494,0.49,5.7,6.9,0.819,0.8,1.7,2.5,9.5,1.9,0.1,3.5,1.9,20
24,John Stockton*,PG,31,UTA,82,82,36.2,5.6,10.6,0.528,0.6,1.8,0.322,5,8.8,0.57,0.555,3.3,4.1,0.805,0.9,2.3,3.1,12.6,2.4,0.3,3.2,2.9,15.1
25,Derrick Coleman,PF,26,NJN,77,77,36.1,7,15.7,0.447,0.5,1.6,0.314,6.5,14.1,0.462,0.463,5.7,7.4,0.774,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2
26,Mookie Blaylock,PG,26,ATL,81,81,36,5.5,13.3,0.411,1.4,4.2,0.334,4.1,9.1,0.447,0.464,1.4,2,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8
27,Lionel Simmons,SF,25,SAC,75,74,36,5.8,13.3,0.438,0.1,0.2,0.353,5.7,13.1,0.439,0.441,3.3,4.3,0.777,2.2,5.3,7.5,4.1,1.4,0.7,2.4,2.5,15.1
28,Sherman Douglas,PG,27,BOS,78,78,35.8,5.4,11.8,0.462,0.2,0.7,0.232,5.3,11.1,0.477,0.47,2.3,3.5,0.641,0.9,1.6,2.5,8.8,1.1,0.1,3,2.2,13.3
29,Tom Gugliotta,PF,24,WSB,78,78,35.8,6.9,14.9,0.466,0.5,1.9,0.27,6.4,13,0.495,0.483,2.7,4,0.685,2.4,6.9,9.3,3.5,2.2,0.7,3.2,2.2,17.1
30,Charles Oakley,PF,30,NYK,82,82,35.8,4.4,9.3,0.478,0,0,0,4.4,9.2,0.48,0.478,3,3.8,0.776,4.3,7.5,11.8,2.7,1.3,0.2,2.4,3.6,11.8
31,Kevin Willis,PF,31,ATL,80,80,35.8,7.8,15.7,0.499,0.1,0.3,0.375,7.7,15.4,0.501,0.502,3.4,4.7,0.713,4.2,7.9,12,1.9,1,0.5,2.4,3.1,19.1
32,Muggsy Bogues,PG,29,CHH,77,77,35.7,4.6,9.8,0.471,0,0.2,0.167,4.6,9.6,0.476,0.473,1.6,2,0.806,1,3.1,4.1,10.1,1.7,0,2.2,1.9,10.8
33,Steve Smith,SG,24,MIA,78,77,35.6,6.3,13.8,0.456,1.2,3.4,0.347,5.1,10.4,0.491,0.499,3.5,4.2,0.835,2,2.5,4.5,5.1,1.1,0.4,2.6,2.8,17.3
34,Dominique Wilkins*,SF,34,TOT,74,74,35.6,9.4,21.5,0.44,1.1,4,0.288,8.3,17.5,0.474,0.466,6,7.1,0.847,2.5,4,6.5,2.3,1.2,0.4,2.3,1.7,26
35,Otis Thorpe,PF,31,HOU,82,82,35.5,5.5,9.8,0.561,0,0,0,5.5,9.7,0.562,0.561,3.1,4.7,0.657,3.3,7.3,10.6,2.3,0.8,0.3,2.3,3.1,14
36,Charles Barkley*,PF,30,PHO,65,65,35.4,8,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7,0.704,3,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6
37,Jeff Hornacek,SG,30,TOT,80,62,35.3,5.9,12.6,0.47,0.9,2.6,0.337,5,10,0.505,0.505,3.3,3.7,0.878,0.8,2.7,3.5,5.2,1.6,0.2,2.1,2.3,15.9
38,Olden Polynice,C,29,TOT,68,65,35.3,5.1,9.7,0.523,0,0,0,5.1,9.7,0.524,0.523,1.4,2.8,0.508,4.4,7.5,11.9,0.6,0.6,1,1.1,2.8,11.6
39,Rod Strickland,PG,27,POR,82,58,35.2,6.4,13.3,0.483,0,0.1,0.2,6.4,13.2,0.486,0.484,4.3,5.7,0.749,1.5,3,4.5,9,1.8,0.3,3.1,2.1,17.2
40,Gary Payton*,PG,25,SEA,82,82,35.1,7.1,14.1,0.504,0.2,0.7,0.278,6.9,13.5,0.515,0.51,2,3.4,0.595,1.3,2,3.3,6,2.3,0.2,2.1,2.8,16.5
41,Hot Rod Williams,PF,31,CLE,76,72,35,5.2,10.9,0.478,0,0,,5.2,10.9,0.478,0.478,3.3,4.6,0.728,2.7,4.8,7.6,2.5,1,1.7,1.8,2.9,13.7
42,John Starks,SG,28,NYK,59,54,34.9,6.9,16.6,0.42,1.9,5.7,0.335,5,10.8,0.464,0.477,3.2,4.2,0.754,0.6,2.5,3.1,5.9,1.6,0.1,3.1,3.2,19
43,Dikembe Mutombo*,C,27,DEN,82,82,34.8,4.5,7.8,0.569,0,0,0,4.5,7.8,0.569,0.569,3.1,5.4,0.583,3.5,8.4,11.8,1.5,0.7,4.1,2.5,3.2,12
44,Clifford Robinson,C,27,POR,82,64,34.8,7.8,17.1,0.457,0.2,0.6,0.245,7.7,16.5,0.465,0.461,4.3,5.6,0.765,2,4.7,6.7,1.9,1.4,1.4,2.1,3.2,20.1
45,Bryant Stith,SG,23,DEN,82,82,34.8,4.5,9.9,0.45,0,0.1,0.222,4.4,9.8,0.453,0.451,3.5,4.3,0.829,1.5,2.8,4.3,2.4,1.4,0.2,1.6,2,12.5
46,Nick Anderson,SG,26,ORL,81,81,34.7,6.2,13,0.478,1.2,3.9,0.322,5,9.1,0.545,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2,1.8,15.8
47,Dale Davis,PF,24,IND,66,64,34.7,4.7,8.8,0.529,0,0,0,4.7,8.8,0.53,0.529,2.3,4.5,0.527,4.2,6.6,10.9,1.5,0.7,1.6,1.5,3.2,11.7
48,Christian Laettner,PF,24,MIN,70,67,34.7,5.7,12.6,0.448,0.1,0.4,0.24,5.6,12.3,0.455,0.452,5.4,6.8,0.783,2.3,6.3,8.6,4.4,1.2,1.2,3.7,3.8,16.8
49,Terry Mills,PF,26,DET,80,74,34.7,7.4,14.4,0.511,0.3,0.9,0.329,7.1,13.5,0.523,0.521,2.3,2.8,0.797,2.4,6,8.4,2.2,0.8,0.8,1.9,3.9,17.3
50,Billy Owens,PF,24,GSW,79,72,34.7,6.2,12.3,0.507,0,0.2,0.2,6.2,12.1,0.512,0.508,2.5,4.1,0.61,2.9,5.2,8.1,4.1,1.1,0.8,2.7,3.4,15
51,A.C. Green,PF,30,PHO,82,55,34.5,5.7,11.3,0.502,0.1,0.4,0.229,5.6,10.9,0.513,0.506,3.2,4.4,0.735,3.4,5.8,9.2,1.7,0.9,0.5,1.2,1.7,14.7
52,Derrick McKey,SF,27,IND,76,76,34.4,4.7,9.3,0.5,0.1,0.4,0.29,4.6,8.9,0.51,0.506,2.5,3.3,0.756,1.7,3.6,5.3,4.3,1.5,0.6,3,3.3,12
53,Clyde Drexler*,SG,31,POR,68,68,34.3,7,16.3,0.428,1,3.2,0.324,5.9,13,0.454,0.46,4.2,5.4,0.777,2.3,4.3,6.5,4.9,1.4,0.5,2.5,3,19.2
54,Mark Jackson,PG,28,LAC,79,79,34.3,4.2,9.3,0.452,0.5,1.6,0.283,3.7,7.7,0.488,0.477,2.1,2.7,0.791,1.4,3.1,4.4,8.6,1.5,0.1,2.9,1.5,10.9
55,Vernon Maxwell,SG,28,HOU,75,73,34.3,5.1,13,0.389,1.6,5.4,0.298,3.5,7.6,0.454,0.451,1.9,2.5,0.749,0.6,2.5,3.1,5.1,1.7,0.3,2.5,1.9,13.6
56,LaPhonso Ellis,PF,23,DEN,79,79,34.2,6.1,12.2,0.502,0.1,0.3,0.304,6,11.9,0.506,0.505,3.1,4.5,0.674,2.8,5.8,8.6,2.1,0.8,1,2.2,3.8,15.4
57,Vlade Divac*,C,25,LAL,79,73,34,5.7,11.3,0.506,0.1,0.6,0.191,5.6,10.7,0.524,0.511,2.6,3.8,0.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2
58,B.J. Armstrong,PG,26,CHI,82,82,33.8,5.8,12.3,0.476,0.7,1.6,0.444,5.1,10.6,0.481,0.505,2.4,2.8,0.855,0.3,1.7,2.1,3.9,1,0.1,1.6,1.8,14.8
59,Rex Chapman,SG,26,WSB,60,59,33.8,7.2,14.4,0.498,1.1,2.8,0.388,6.1,11.7,0.524,0.535,2.8,3.4,0.816,1,1.5,2.4,3.1,1,0.1,2,1.4,18.2
60,Gerald Wilkins,SG,30,CLE,82,82,33.8,5.4,11.9,0.457,1,2.6,0.396,4.4,9.3,0.474,0.501,2.4,3,0.776,1.3,2.4,3.7,3.1,1.3,0.5,1.6,2.3,14.3
61,Detlef Schrempf,SF,31,SEA,81,80,33.7,5.5,11.1,0.493,0.3,0.8,0.324,5.2,10.3,0.507,0.505,3.7,4.8,0.769,1.8,3.8,5.6,3.4,0.9,0.1,2.1,3.4,15
62,Dale Ellis,SF,33,SAS,77,75,33.6,6.2,12.6,0.494,1.7,4.3,0.395,4.5,8.2,0.546,0.562,1.1,1.4,0.776,0.9,2.4,3.3,1,0.9,0.1,1,1.8,15.2
63,Alonzo Mourning*,C,23,CHH,60,59,33.6,7.1,14.1,0.505,0,0,0,7.1,14.1,0.507,0.505,7.2,9.5,0.762,3,7.2,10.2,1.4,0.5,3.1,3.3,3.5,21.5
64,Rony Seikaly,C,28,MIA,72,60,33.5,5.4,11.2,0.488,0,0,0,5.4,11.1,0.489,0.488,4.2,5.9,0.72,3.4,6.9,10.3,1.9,0.8,1.4,2.7,3.9,15.1
65,Michael Adams,PG,31,WSB,70,67,33.4,4.1,10,0.408,0.8,2.7,0.288,3.3,7.2,0.454,0.448,3.2,3.9,0.83,0.5,2.1,2.6,6.9,1.4,0.1,2.4,2,12.1
66,Reggie Miller*,SG,28,IND,79,79,33.4,6.6,13.2,0.503,1.6,3.7,0.421,5.1,9.5,0.535,0.562,5.1,5.6,0.908,0.4,2.3,2.7,3.1,1.5,0.3,2.2,2.4,19.9
67,Kevin Edwards,SG,28,NJN,82,82,33.3,5.7,12.5,0.458,0.4,1.2,0.354,5.3,11.3,0.469,0.475,2,2.6,0.77,1.1,2.3,3.4,2.8,1.5,0.4,1.6,1.8,14
68,Nick Van Exel,PG,22,LAL,81,80,33.3,5.1,13,0.394,1.5,4.5,0.338,3.6,8.5,0.423,0.452,1.9,2.4,0.781,0.6,2.4,2.9,5.8,1,0.1,1.8,1.9,13.6
69,Don MacLean,SF,24,WSB,75,69,33.2,6.9,13.7,0.502,0,0.3,0.143,6.9,13.5,0.509,0.503,4.4,5.3,0.824,1.9,4.4,6.2,2.1,0.6,0.3,2,2.3,18.2
70,Jeff Malone,SG,32,TOT,77,73,33.2,6.8,14,0.486,0.1,0.2,0.583,6.7,13.9,0.485,0.489,2.7,3.2,0.83,0.7,1.9,2.6,1.6,0.5,0.1,1.1,1.6,16.4
71,Sean Elliott,SF,25,DET,73,73,33,4.9,10.8,0.455,0.4,1.2,0.299,4.6,9.6,0.474,0.472,1.9,2.4,0.803,0.9,2.7,3.6,2.7,0.7,0.4,1.8,2.4,12.1
72,Shawn Kemp,PF,24,SEA,79,73,32.9,6.7,12.5,0.538,0,0.1,0.25,6.7,12.5,0.54,0.539,4.6,6.2,0.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1
73,Mahmoud Abdul-Rauf,PG,24,DEN,80,78,32.7,7.4,16,0.46,0.5,1.7,0.316,6.8,14.3,0.476,0.476,2.7,2.9,0.956,0.3,1.8,2.1,4.5,1,0.1,1.9,1.9,18
74,Spud Webb,PG,30,SAC,79,62,32.5,4.7,10.3,0.46,0.7,2.1,0.335,4,8.2,0.492,0.494,2.6,3.2,0.813,0.6,2.3,2.8,6.7,1.2,0.3,2.1,2.3,12.7
75,Buck Williams,PF,33,POR,81,81,32.5,3.6,6.5,0.555,0,0,0,3.6,6.5,0.556,0.555,2.5,3.7,0.679,3.9,6.5,10.4,1,0.7,0.6,1.4,3,9.7
76,Wayman Tisdale,PF,29,SAC,79,77,32.4,7,13.9,0.501,0,0,,7,13.9,0.501,0.501,2.7,3.4,0.808,2,5.1,7.1,1.8,0.5,0.7,1.6,3.7,16.7
77,Reggie Williams,SF,29,DEN,82,68,32.4,5.1,12.4,0.412,0.8,2.8,0.278,4.3,9.6,0.452,0.444,2,2.7,0.733,1.2,3.6,4.8,3.7,1.4,0.8,2,3.5,13
78,Hersey Hawkins,SG,27,CHH,82,82,32.3,4.8,10.5,0.46,1,2.9,0.332,3.9,7.6,0.508,0.505,3.8,4.4,0.862,1.1,3.5,4.6,2.6,1.6,0.3,1.9,2,14.4
79,Chris Webber*,C,20,GSW,76,76,32.1,7.5,13.6,0.552,0,0.2,0,7.5,13.5,0.559,0.552,2.5,4.7,0.532,4,5.1,9.1,3.6,1.2,2.2,2.7,3.3,17.5
80,Grant Long,PF,27,MIA,69,59,31.9,4.3,9.7,0.446,0,0.1,0.167,4.3,9.7,0.449,0.447,2.7,3.4,0.786,2.8,4.4,7.2,2.5,1.3,0.4,1.8,3.5,11.4
81,Stacey Augmon,SG,25,ATL,82,82,31.8,5.4,10.5,0.51,0,0.1,0.143,5.3,10.4,0.513,0.51,4.1,5.3,0.764,2.2,2.6,4.8,2.3,1.8,0.5,1.8,2.2,14.8
82,Mark Price,PG,29,CLE,76,73,31.4,6.3,13.2,0.478,1.6,3.9,0.397,4.8,9.3,0.511,0.536,3.1,3.5,0.888,0.5,2.5,3,7.8,1.4,0.1,2.5,1.2,17.3
83,Vin Baker,C,22,MIL,82,63,31.2,5.3,10.6,0.501,0,0.1,0.2,5.3,10.5,0.502,0.501,2.9,5,0.569,3.4,4.2,7.6,2,0.7,1.4,2,2.8,13.5
84,Willie Anderson,SG,27,SAS,80,79,31.1,4.9,10.5,0.471,0.3,0.9,0.324,4.7,9.6,0.484,0.484,1.8,2.1,0.848,0.9,2.2,3,4.3,0.9,0.6,1.9,2.3,11.9
85,Dana Barros,PG,26,PHI,81,70,31.1,5.1,10.8,0.469,1.7,4.4,0.381,3.4,6.5,0.529,0.546,1.4,1.8,0.8,0.3,2.1,2.4,5.2,1.3,0.1,2.1,1.2,13.3
86,Micheal Williams,PG,27,MIN,71,66,31.1,4.4,9.7,0.457,0.1,0.6,0.222,4.3,9,0.474,0.464,4.7,5.6,0.839,0.9,2.2,3.1,7.2,1.7,0.3,2.9,2.7,13.7
87,Ken Norman,SF,29,MIL,82,75,31,5,11.2,0.448,0.8,2.3,0.333,4.3,8.9,0.478,0.483,1.1,2.2,0.503,2.1,4,6.1,2.7,0.7,0.6,1.8,2.5,11.9
88,Eric Murdock,PG,25,MIL,82,76,30.9,5.8,12.4,0.468,0.8,2,0.411,5,10.4,0.479,0.502,2.9,3.5,0.813,1.1,2.1,3.2,6.7,2.4,0.1,2.5,2.3,15.3
89,Kendall Gill,SG,25,SEA,79,77,30.8,5.4,12.3,0.443,0.5,1.5,0.317,4.9,10.7,0.461,0.462,2.7,3.5,0.782,1.2,2.2,3.4,3.5,1.9,0.4,1.8,2.5,14.1
90,Isaiah Rider,SG,22,MIN,79,60,30.6,6.6,14.1,0.468,0.7,1.9,0.36,5.9,12.2,0.485,0.492,2.7,3.4,0.811,1.5,2.5,4,2.6,0.7,0.4,2.8,2.5,16.6
91,Doug West,SG,26,MIN,72,61,30.3,6,12.4,0.487,0,0.1,0.125,6,12.3,0.49,0.488,2.6,3.2,0.81,0.8,2.4,3.2,2.4,0.9,0.3,1.9,3.3,14.7
92,Elden Campbell,PF,25,LAL,76,74,29.6,4.9,10.6,0.462,0,0,0,4.9,10.6,0.463,0.462,2.5,3.6,0.689,2.2,4.6,6.8,1.1,0.8,1.9,1.3,3.2,12.3
93,Frank Brickowski,C,34,TOT,71,46,29.5,5.2,10.6,0.488,0.1,0.3,0.2,5.1,10.3,0.496,0.491,2.7,3.6,0.768,1.2,4.5,5.7,3.1,1.1,0.4,2.5,3.4,13.2
94,Robert Horry,SF,23,HOU,81,81,29.3,4,8.7,0.459,0.5,1.7,0.324,3.4,7,0.491,0.49,1.4,1.9,0.732,1.6,3.9,5.4,2.9,1.5,0.9,1.7,2.3,9.9
95,Tim Perry,PF,28,PHI,80,68,29.2,3.4,7.8,0.435,0.9,2.5,0.365,2.5,5.3,0.468,0.494,1.3,2.2,0.58,1.5,3.6,5.1,1.2,0.8,1,1,1.9,9
96,Dino Radja*,PF,26,BOS,80,47,28.8,6.1,11.8,0.521,0,0,0,6.1,11.8,0.522,0.521,2.8,3.8,0.751,2.4,4.8,7.2,1.4,0.9,0.8,1.9,3.5,15.1
97,Avery Johnson,PG,28,GSW,82,70,28.4,4.3,8.8,0.492,0,0.1,0,4.3,8.7,0.5,0.492,2.2,3.1,0.704,0.5,1.6,2.1,5.3,1.4,0.1,2.1,2,10.9
98,Blue Edwards,SF,28,MIL,82,64,28.3,4.7,9.8,0.478,0.5,1.3,0.358,4.2,8.5,0.496,0.501,1.8,2.3,0.799,1.3,2.7,4,2.1,1,0.3,1.8,2.9,11.6
99,Kenny Smith,PG,28,HOU,78,78,28.3,4.4,9.1,0.48,1.1,2.8,0.405,3.2,6.3,0.513,0.542,1.7,2,0.871,0.3,1.5,1.8,4.2,0.8,0.1,1.6,1.6,11.6
100,Loy Vaught,PF,25,LAC,75,56,28.2,5,9.3,0.537,0,0.1,0,5,9.2,0.541,0.537,1.7,2.4,0.72,2.9,5.8,8.7,1,1,0.3,1.3,2.9,11.7
101,Scott Skiles,PG,29,ORL,82,46,28.1,3.4,7.9,0.429,0.8,2,0.412,2.5,5.8,0.434,0.481,2.4,2.7,0.878,0.5,1.8,2.3,6.1,0.6,0,2.4,2.1,9.9
102,Sedale Threatt,PG,32,LAL,81,20,28.1,5.1,10.5,0.482,0.1,0.4,0.152,5,10.1,0.496,0.485,1.7,1.9,0.89,0.3,1.5,1.9,4.2,1.4,0.2,1.3,2.3,11.9
103,Todd Day,SG,24,MIL,76,39,28,4.6,11.1,0.415,0.4,1.9,0.223,4.2,9.2,0.456,0.435,3,4.4,0.698,1.5,2.6,4.1,1.8,1.4,0.7,1.7,2.9,12.7
104,Felton Spencer,C,26,UTA,79,79,28,3.2,6.4,0.505,0,0,,3.2,6.4,0.505,0.505,2.1,3.4,0.607,3,5.4,8.3,0.5,0.5,0.8,1.6,3.8,8.6
105,Dennis Scott,SF,25,ORL,82,37,27.8,4.7,11.6,0.405,1.9,4.7,0.399,2.8,6.8,0.408,0.486,1.5,1.9,0.774,0.7,2,2.7,2.6,1,0.4,1.1,2,12.8
106,Harvey Grant,SF,28,POR,77,73,27.4,4.6,10.1,0.46,0,0.1,0.286,4.6,10,0.462,0.461,1.1,1.7,0.641,1.4,3.1,4.6,1.4,0.9,0.6,0.7,2.3,10.4
107,Rik Smits,C,27,IND,78,75,27.1,6.3,11.8,0.534,0,0,0,6.3,11.8,0.535,0.534,3.1,3.8,0.793,1.7,4.5,6.2,2,0.6,1.1,1.9,3.6,15.7
108,Derek Harper,PG,32,TOT,82,55,26.9,3.7,9.1,0.407,0.9,2.5,0.36,2.8,6.6,0.425,0.456,1.4,2,0.687,0.2,1.5,1.7,4.1,1.5,0.1,1.6,2,9.6
109,Robert Parish*,C,40,BOS,74,74,26.9,4.8,9.8,0.491,0,0,,4.8,9.8,0.491,0.491,2.1,2.8,0.74,1.9,5.4,7.3,1.1,0.6,1.3,1.5,2.6,11.7
110,Terry Porter,PG,30,POR,77,34,26.9,4.5,10.9,0.416,1.4,3.7,0.39,3.1,7.2,0.43,0.482,2.6,3,0.872,0.6,2.2,2.8,5.2,1,0.2,2.2,1.7,13.1
111,Sam Perkins,PF,32,SEA,81,41,26.8,4.2,9.6,0.438,1.2,3.3,0.367,3,6.3,0.475,0.501,2.7,3.4,0.801,1.5,3,4.5,1.4,0.8,0.4,1.3,2.4,12.3
112,Dell Curry,SG,29,CHH,82,0,26.5,6.5,14.3,0.455,1.9,4.6,0.402,4.6,9.7,0.48,0.52,1.4,1.6,0.873,0.9,2.3,3.2,2.7,1.2,0.3,1.5,2,16.3
